Run Number, Postgres Bulk, Mysql Batch,customer,lineitem,nation,orders,part,partsupp,region,supplier,Total Elapsed
0,10000,1000,4.435159206390381,354.1055796146393,0.00525975227355957,45.61487317085266,6.797009229660034,18.803411722183228,0.005081892013549805,0.4474301338195801,430.21680998802185
0,10000,5000,4.667774438858032,340.5528419017792,0.005795001983642578,72.38817167282104,6.4284827709198,38.69686555862427,0.005356550216674805,0.24884533882141113,462.99742698669434
0,10000,10000,4.351036787033081,360.44579243659973,0.004615306854248047,49.874419927597046,6.127415418624878,30.76755380630493,0.6546177864074707,0.2804908752441406,453.07076478004456
0,10000,20000,4.450248956680298,349.4636015892029,0.0053327083587646484,66.45491147041321,5.837278366088867,18.173721313476562,0.004930734634399414,0.24844050407409668,444.64192271232605
0,10000,50000,5.301246643066406,374.542090177536,0.00521540641784668,73.86046552658081,6.337798118591309,45.132725954055786,0.005281686782836914,0.25209474563598633,505.4398424625397
0,10000,100000,5.310974836349487,417.7274339199066,0.0049970149993896484,78.72223997116089,16.673522233963013,22.256367921829224,0.004147529602050781,0.25147247314453125,540.9540276527405
0,20000,1000,4.267764568328857,341.6371765136719,0.005547523498535156,75.1226897239685,6.163306474685669,15.187015295028687,0.00513458251953125,0.24584650993347168,442.63766956329346
0,20000,5000,4.278935432434082,352.88486409187317,0.005000114440917969,60.02624177932739,24.42815136909485,26.470141887664795,0.004595279693603516,0.2434067726135254,468.34454703330994
0,20000,10000,4.768877744674683,348.44458842277527,0.004515171051025391,61.83087420463562,5.615928411483765,33.97284746170044,0.004888057708740234,0.2535529136657715,454.8991711139679
0,20000,20000,4.448712110519409,346.321652173996,0.004734992980957031,60.44183301925659,5.818346261978149,17.380522966384888,0.00487971305847168,0.2512044906616211,434.67474341392517
0,20000,50000,5.035600185394287,366.51293873786926,0.005999326705932617,54.50627541542053,6.964572906494141,55.098591327667236,0.005928993225097656,0.2517256736755371,488.38486194610596
0,20000,100000,5.719590902328491,406.65763115882874,0.005293846130371094,79.0149757862091,8.961915016174316,24.099915742874146,0.2672560214996338,0.36243295669555664,525.159102678299
0,50000,1000,4.551169157028198,329.2834656238556,0.005191326141357422,53.93011474609375,5.582723617553711,15.480868577957153,0.005398988723754883,0.24126768112182617,409.0830843448639
0,50000,5000,4.319395065307617,338.47136664390564,0.005584716796875,62.02629899978638,5.506027460098267,16.20144534111023,0.005254983901977539,0.24576044082641602,426.78437066078186
0,50000,10000,4.615161418914795,343.0567066669464,0.004881620407104492,53.86815285682678,6.662078142166138,51.02061605453491,0.005259990692138672,0.2519710063934326,459.48794388771057
0,50000,20000,4.43223237991333,355.10846996307373,0.005315303802490234,63.900736570358276,5.672865152359009,46.413660764694214,0.004605531692504883,0.24705243110656738,475.7878577709198
0,50000,50000,5.152740478515625,368.79146575927734,0.0059490203857421875,51.59500741958618,24.905649423599243,27.08295202255249,0.0044133663177490234,0.2510967254638672,477.79265689849854
0,50000,100000,5.243438482284546,405.04030084609985,0.005861759185791016,74.81664180755615,7.106287002563477,39.87484955787659,0.005372524261474609,0.24887371063232422,532.3449642658234
0,100000,1000,4.520914316177368,340.72496461868286,0.006051301956176758,72.8472352027893,5.878855228424072,28.944079399108887,0.02877354621887207,3.3090977668762207,456.2761061191559
0,100000,5000,4.249291181564331,346.2393088340759,0.0054090023040771484,68.59412360191345,5.507195472717285,15.68493938446045,0.005031585693359375,0.2461860179901123,440.53449606895447
0,100000,10000,4.38777756690979,345.47037625312805,0.005201101303100586,64.53315544128418,5.61909031867981,28.700095653533936,0.004869222640991211,0.35872864723205566,449.08225679397583
0,100000,20000,4.763899564743042,361.4537343978882,0.005299091339111328,49.588985443115234,17.571118593215942,22.318376302719116,0.005192756652832031,0.2483210563659668,455.9636375904083
0,100000,50000,4.818876266479492,364.36919260025024,0.004786968231201172,53.26891613006592,14.892368793487549,41.10250282287598,0.012324094772338867,0.3812406063079834,478.9720764160156
0,100000,100000,5.400080442428589,393.4091303348541,0.00571131706237793,58.60588312149048,29.767972946166992,22.495879650115967,0.004784584045410156,0.2529761791229248,510.2985837459564
